Entity,Code,Year,Oil Production - Tonnes (terawatt-hours),,,,,,,,,Entity ,Year,Total,Total
Non-OPEC,,2014,29030.18477,,,,,,,,,Non-OPEC,2014,29030.18477,29030.18477
Non-OPEC,,2015,29729.16139,,,,,,,,,Non-OPEC,2015,29729.16139,29729.16139
Non-OPEC,,2016,29286.7614,,,,,,,,,Non-OPEC,2016,29286.7614,29286.7614
,,,,,,,,,,,,,,,
North America,,1965,5694.309833,,,,,,,,,North America,1965,5694.309833,5694.309833
North America,,1966,6062.027677,,,,,,,,,North America,1966,6062.027677,6062.027677
North America,,1967,6482.405359,,,,,,,,,North America,1967,6482.405359,6482.405359
North America,,1968,6767.500882,,,,,,,,,North America,1968,6767.500882,6767.500882
North America,,1969,6937.699443,,,,,,,,,North America,1969,6937.699443,6937.699443
North America,,1970,7300.578344,,,,,,,,,North America,1970,7300.578344,7300.578344
North America,,1971,7270.598497,,,,,,,,,North America,1971,7270.598497,7270.598497
North America,,1972,7439.695348,,,,,,,,,North America,1972,7439.695348,7439.695348
North America,,1973,7452.809724,,,,,,,,,North America,1973,7452.809724,7452.809724
North America,,1974,7189.771176,,,,,,,,,North America,1974,7189.771176,7189.771176
North America,,1975,6879.155414,,,,,,,,,North America,1975,6879.155414,6879.155414
North America,,1976,6722.816994,,,,,,,,,North America,1976,6722.816994,6722.816994
North America,,1977,6893.610406,,,,,,,,,North America,1977,6893.610406,6893.610406
North America,,1978,7281.401617,,,,,,,,,North America,1978,7281.401617,7281.401617
North America,,1979,7488.85714,,,,,,,,,North America,1979,7488.85714,7488.85714
North America,,1980,7799.668606,,,,,,,,,North America,1980,7799.668606,7799.668606
North America,,1981,7933.446864,,,,,,,,,North America,1981,7933.446864,7933.446864
North America,,1982,8214.274442,,,,,,,,,North America,1982,8214.274442,8214.274442
North America,,1983,8241.572645,,,,,,,,,North America,1983,8241.572645,8241.572645
North America,,1984,8469.704524,,,,,,,,,North America,1984,8469.704524,8469.704524
North America,,1985,8492.740349,,,,,,,,,North America,1985,8492.740349,8492.740349
North America,,1986,8198.536708,,,,,,,,,North America,1986,8198.536708,8198.536708
North America,,1987,8147.860492,,,,,,,,,North America,1987,8147.860492,8147.860492
North America,,1988,8104.340358,,,,,,,,,North America,1988,8104.340358,8104.340358
North America,,1989,7730.679543,,,,,,,,,North America,1989,7730.679543,7730.679543
North America,,1990,7612.344394,,,,,,,,,North America,1990,7612.344394,7612.344394
North America,,1991,7779.638596,,,,,,,,,North America,1991,7779.638596,7779.638596
North America,,1992,7713.287362,,,,,,,,,North America,1992,7713.287362,7713.287362
North America,,1993,7589.3243,,,,,,,,,North America,1993,7589.3243,7589.3243
North America,,1994,7540.478945,,,,,,,,,North America,1994,7540.478945,7540.478945
North America,,1995,7509.181552,,,,,,,,,North America,1995,7509.181552,7509.181552
North America,,1996,7674.301618,,,,,,,,,North America,1996,7674.301618,7674.301618
North America,,1997,7795.282933,,,,,,,,,North America,1997,7795.282933,7795.282933
North America,,1998,7753.623635,,,,,,,,,North America,1998,7753.623635,7753.623635
North America,,1999,7432.906348,,,,,,,,,North America,1999,7432.906348,7432.906348
North America,,2000,7472.153373,,,,,,,,,North America,2000,7472.153373,7472.153373
North America,,2001,7514.375338,,,,,,,,,North America,2001,7514.375338,7514.375338
North America,,2002,7586.96222,,,,,,,,,North America,2002,7586.96222,7586.96222
North America,,2003,7687.00035,,,,,,,,,North America,2003,7687.00035,7687.00035
North America,,2004,7677.730497,,,,,,,,,North America,2004,7677.730497,7677.730497
North America,,2005,7416.773761,,,,,,,,,North America,2005,7416.773761,7416.773761
North America,,2006,7415.787453,,,,,,,,,North America,2006,7415.787453,7415.787453
North America,,2007,7357.572251,,,,,,,,,North America,2007,7357.572251,7357.572251
North America,,2008,7117.890419,,,,,,,,,North America,2008,7117.890419,7117.890419
North America,,2009,7232.389321,,,,,,,,,North America,2009,7232.389321,7232.389321
North America,,2010,7426.714474,,,,,,,,,North America,2010,7426.714474,7426.714474
North America,,2011,7667.073949,,,,,,,,,North America,2011,7667.073949,7667.073949
North America,,2012,8369.227831,,,,,,,,,North America,2012,8369.227831,8369.227831
North America,,2013,9115.912018,,,,,,,,,North America,2013,9115.912018,9115.912018
North America,,2014,10109.07679,,,,,,,,,North America,2014,10109.07679,10109.07679
North America,,2015,10563.08557,,,,,,,,,North America,2015,10563.08557,10563.08557
North America,,2016,10264.89912,,,,,,,,,North America,2016,10264.89912,10264.89912
,,,,,,,,,,,,,,,
OECD,,1965,5996.474853,,,,,,,,,OECD,1965,5996.474853,5996.474853
OECD,,1966,6363.113449,,,,,,,,,OECD,1966,6363.113449,6363.113449
OECD,,1967,6794.79592,,,,,,,,,OECD,1967,6794.79592,6794.79592
OECD,,1968,7095.619948,,,,,,,,,OECD,1968,7095.619948,7095.619948
OECD,,1969,7271.985605,,,,,,,,,OECD,1969,7271.985605,7271.985605
OECD,,1970,7702.729881,,,,,,,,,OECD,1970,7702.729881,7702.729881
OECD,,1971,7740.046778,,,,,,,,,OECD,1971,7740.046778,7740.046778
OECD,,1972,7927.712488,,,,,,,,,OECD,1972,7927.712488,7927.712488
OECD,,1973,7987.93366,,,,,,,,,OECD,1973,7987.93366,7987.93366
OECD,,1974,7724.959244,,,,,,,,,OECD,1974,7724.959244,7724.959244
OECD,,1975,7525.040363,,,,,,,,,OECD,1975,7525.040363,7525.040363
OECD,,1976,7542.22449,,,,,,,,,OECD,1976,7542.22449,7542.22449
OECD,,1977,8029.077794,,,,,,,,,OECD,1977,8029.077794,8029.077794
OECD,,1978,8635.176274,,,,,,,,,OECD,1978,8635.176274,8635.176274
OECD,,1979,9148.491487,,,,,,,,,OECD,1979,9148.491487,9148.491487
OECD,,1980,9538.853387,,,,,,,,,OECD,1980,9538.853387,9538.853387
OECD,,1981,9768.664564,,,,,,,,,OECD,1981,9768.664564,9768.664564
OECD,,1982,10247.61975,,,,,,,,,OECD,1982,10247.61975,10247.61975
OECD,,1983,10509.92683,,,,,,,,,OECD,1983,10509.92683,10509.92683
OECD,,1984,10997.39001,,,,,,,,,OECD,1984,10997.39001,10997.39001
OECD,,1985,11148.82459,,,,,,,,,OECD,1985,11148.82459,11148.82459
OECD,,1986,10875.21028,,,,,,,,,OECD,1986,10875.21028,10875.21028
OECD,,1987,10900.47352,,,,,,,,,OECD,1987,10900.47352,10900.47352
OECD,,1988,10825.19551,,,,,,,,,OECD,1988,10825.19551,10825.19551
OECD,,1989,10373.28769,,,,,,,,,OECD,1989,10373.28769,10373.28769
OECD,,1990,10393.65032,,,,,,,,,OECD,1990,10393.65032,10393.65032
OECD,,1991,10688.69973,,,,,,,,,OECD,1991,10688.69973,10688.69973
OECD,,1992,10798.47901,,,,,,,,,OECD,1992,10798.47901,10798.47901
OECD,,1993,10795.64802,,,,,,,,,OECD,1993,10795.64802,10795.64802
OECD,,1994,11263.49488,,,,,,,,,OECD,1994,11263.49488,11263.49488
OECD,,1995,11349.6923,,,,,,,,,OECD,1995,11349.6923,11349.6923
OECD,,1996,11722.5629,,,,,,,,,OECD,1996,11722.5629,11722.5629
OECD,,1997,11872.20181,,,,,,,,,OECD,1997,11872.20181,11872.20181
OECD,,1998,11778.37136,,,,,,,,,OECD,1998,11778.37136,11778.37136
OECD,,1999,11513.34358,,,,,,,,,OECD,1999,11513.34358,11513.34358
OECD,,2000,11695.24155,,,,,,,,,OECD,2000,11695.24155,11695.24155
OECD,,2001,11599.42311,,,,,,,,,OECD,2001,11599.42311,11599.42311
OECD,,2002,11645.23111,,,,,,,,,OECD,2002,11645.23111,11645.23111
OECD,,2003,11526.28446,,,,,,,,,OECD,2003,11526.28446,11526.28446
OECD,,2004,11310.77801,,,,,,,,,OECD,2004,11310.77801,11310.77801
OECD,,2005,10774.10915,,,,,,,,,OECD,2005,10774.10915,10774.10915
OECD,,2006,10517.19465,,,,,,,,,OECD,2006,10517.19465,10517.19465
OECD,,2007,10342.16992,,,,,,,,,OECD,2007,10342.16992,10342.16992
OECD,,2008,9977.712581,,,,,,,,,OECD,2008,9977.712581,9977.712581
OECD,,2009,9928.083115,,,,,,,,,OECD,2009,9928.083115,9928.083115
OECD,,2010,9963.06133,,,,,,,,,OECD,2010,9963.06133,9963.06133
OECD,,2011,9967.387943,,,,,,,,,OECD,2011,9967.387943,9967.387943
OECD,,2012,10491.12849,,,,,,,,,OECD,2012,10491.12849,10491.12849
OECD,,2013,11092.87669,,,,,,,,,OECD,2013,11092.87669,11092.87669
OECD,,2014,12117.30285,,,,,,,,,OECD,2014,12117.30285,12117.30285
OECD,,2015,12635.08389,,,,,,,,,OECD,2015,12635.08389,12635.08389
OECD,,2016,12327.43971,,,,,,,,,OECD,2016,12327.43971,12327.43971
OPEC,,1965,8126.77788,,,,,,,,,OPEC,1965,8126.77788,8126.77788
OPEC,,1966,8951.562959,,,,,,,,,OPEC,1966,8951.562959,8951.562959
OPEC,,1967,9527.857526,,,,,,,,,OPEC,1967,9527.857526,9527.857526
OPEC,,1968,10607.09282,,,,,,,,,OPEC,1968,10607.09282,10607.09282
OPEC,,1969,11713.10378,,,,,,,,,OPEC,1969,11713.10378,11713.10378
OPEC,,1970,13159.35417,,,,,,,,,OPEC,1970,13159.35417,13159.35417
OPEC,,1971,14298.66523,,,,,,,,,OPEC,1971,14298.66523,14298.66523
OPEC,,1972,15312.80502,,,,,,,,,OPEC,1972,15312.80502,15312.80502
OPEC,,1973,17318.1374,,,,,,,,,OPEC,1973,17318.1374,17318.1374
OPEC,,1974,17160.49946,,,,,,,,,OPEC,1974,17160.49946,17160.49946
OPEC,,1975,15112.81738,,,,,,,,,OPEC,1975,15112.81738,15112.81738
OPEC,,1976,17106.63595,,,,,,,,,OPEC,1976,17106.63595,17106.63595
OPEC,,1977,17266.36284,,,,,,,,,OPEC,1977,17266.36284,17266.36284
OPEC,,1978,16496.64014,,,,,,,,,OPEC,1978,16496.64014,16496.64014
OPEC,,1979,17234.74288,,,,,,,,,OPEC,1979,17234.74288,17234.74288
OPEC,,1980,14972.47513,,,,,,,,,OPEC,1980,14972.47513,14972.47513
OPEC,,1981,12553.71616,,,,,,,,,OPEC,1981,12553.71616,12553.71616
OPEC,,1982,10694.51604,,,,,,,,,OPEC,1982,10694.51604,10694.51604
OPEC,,1983,9636.626213,,,,,,,,,OPEC,1983,9636.626213,9636.626213
OPEC,,1984,9394.65609,,,,,,,,,OPEC,1984,9394.65609,9394.65609
OPEC,,1985,8976.065437,,,,,,,,,OPEC,1985,8976.065437,8976.065437
OPEC,,1986,10484.95195,,,,,,,,,OPEC,1986,10484.95195,10484.95195
OPEC,,1987,10356.3242,,,,,,,,,OPEC,1987,10356.3242,10356.3242
OPEC,,1988,11720.26568,,,,,,,,,OPEC,1988,11720.26568,11720.26568
OPEC,,1989,12526.12676,,,,,,,,,OPEC,1989,12526.12676,12526.12676
OPEC,,1990,13481.92633,,,,,,,,,OPEC,1990,13481.92633,13481.92633
OPEC,,1991,13542.55847,,,,,,,,,OPEC,1991,13542.55847,13542.55847
OPEC,,1992,14442.68138,,,,,,,,,OPEC,1992,14442.68138,14442.68138
OPEC,,1993,14811.67964,,,,,,,,,OPEC,1993,14811.67964,14811.67964
OPEC,,1994,15135.95968,,,,,,,,,OPEC,1994,15135.95968,15135.95968
OPEC,,1995,15319.28651,,,,,,,,,OPEC,1995,15319.28651,15319.28651
OPEC,,1996,15874.75559,,,,,,,,,OPEC,1996,15874.75559,15874.75559
OPEC,,1997,16636.47455,,,,,,,,,OPEC,1997,16636.47455,16636.47455
OPEC,,1998,17326.07513,,,,,,,,,OPEC,1998,17326.07513,17326.07513
OPEC,,1999,16672.94551,,,,,,,,,OPEC,1999,16672.94551,16672.94551
OPEC,,2000,17581.60737,,,,,,,,,OPEC,2000,17581.60737,17581.60737
OPEC,,2001,17275.98834,,,,,,,,,OPEC,2001,17275.98834,17275.98834
OPEC,,2002,16435.68537,,,,,,,,,OPEC,2002,16435.68537,16435.68537
OPEC,,2003,17583.73985,,,,,,,,,OPEC,2003,17583.73985,17583.73985
OPEC,,2004,19171.77533,,,,,,,,,OPEC,2004,19171.77533,19171.77533
OPEC,,2005,19659.14998,,,,,,,,,OPEC,2005,19659.14998,19659.14998
OPEC,,2006,19909.0723,,,,,,,,,OPEC,2006,19909.0723,19909.0723
OPEC,,2007,19702.58885,,,,,,,,,OPEC,2007,19702.58885,19702.58885
OPEC,,2008,20317.75898,,,,,,,,,OPEC,2008,20317.75898,20317.75898
OPEC,,2009,18882.0105,,,,,,,,,OPEC,2009,18882.0105,18882.0105
OPEC,,2010,19398.74365,,,,,,,,,OPEC,2010,19398.74365,19398.74365
OPEC,,2011,19859.35617,,,,,,,,,OPEC,2011,19859.35617,19859.35617
OPEC,,2012,20701.2863,,,,,,,,,OPEC,2012,20701.2863,20701.2863
OPEC,,2013,20142.94142,,,,,,,,,OPEC,2013,20142.94142,20142.94142
OPEC,,2014,20120.87917,,,,,,,,,OPEC,2014,20120.87917,20120.87917
OPEC,,2015,20971.35313,,,,,,,,,OPEC,2015,20971.35313,20971.35313
OPEC,,2016,21680.46477,,,,,,,,,OPEC,2016,21680.46477,21680.46477
,,,,,,,,,,,,,,,
Other South & Central America,,1965,25.6556018,,,South & Central America,,1965,2631.581072,,,South & Central America,1965,2657.236674,2657.236674
Other South & Central America,,1966,29.37674176,,,South & Central America,,1966,2603.813154,,,South & Central America,1966,2633.189896,2633.189896
Other South & Central America,,1967,41.76048996,,,South & Central America,,1967,2771.249479,,,South & Central America,1967,2813.009969,2813.009969
Other South & Central America,,1968,45.36690624,,,South & Central America,,1968,2845.339905,,,South & Central America,1968,2890.706811,2890.706811
Other South & Central America,,1969,44.86210608,,,South & Central America,,1969,2851.017423,,,South & Central America,1969,2895.879529,2895.879529
Other South & Central America,,1970,34.37227257,,,South & Central America,,1970,2927.95429,,,South & Central America,1970,2962.326563,2962.326563
Other South & Central America,,1971,42.42955295,,,South & Central America,,1971,2859.631126,,,South & Central America,1971,2902.060679,2902.060679
Other South & Central America,,1972,46.4141481,,,South & Central America,,1972,2724.823652,,,South & Central America,1972,2771.2378,2771.2378
Other South & Central America,,1973,46.46170774,,,South & Central America,,1973,2899.742588,,,South & Central America,1973,2946.204296,2946.204296
Other South & Central America,,1974,44.26016077,,,South & Central America,,1974,2640.765528,,,South & Central America,1974,2685.025689,2685.025689
Other South & Central America,,1975,40.22623516,,,South & Central America,,1975,2230.057167,,,South & Central America,1975,2270.283402,2270.283402
Other South & Central America,,1976,40.27688567,,,South & Central America,,1976,2213.741056,,,South & Central America,1976,2254.017942,2254.017942
Other South & Central America,,1977,35.0157274,,,South & Central America,,1977,2195.01195,,,South & Central America,1977,2230.027677,2230.027677
Other South & Central America,,1978,33.91818401,,,South & Central America,,1978,2199.117219,,,South & Central America,1978,2233.035403,2233.035403
Other South & Central America,,1979,34.36361724,,,South & Central America,,1979,2354.753209,,,South & Central America,1979,2389.116826,2389.116826
Other South & Central America,,1980,42.28008462,,,South & Central America,,1980,2264.743144,,,South & Central America,1980,2307.023229,2307.023229
Other South & Central America,,1981,45.90731025,,,South & Central America,,1981,2243.920949,,,South & Central America,1981,2289.828259,2289.828259
Other South & Central America,,1982,53.05428074,,,South & Central America,,1982,2149.151137,,,South & Central America,1982,2202.205418,2202.205418
Other South & Central America,,1983,52.8502952,,,South & Central America,,1983,2130.459145,,,South & Central America,1983,2183.30944,2183.30944
Other South & Central America,,1984,51.17388344,,,South & Central America,,1984,2246.664463,,,South & Central America,1984,2297.838346,2297.838346
Other South & Central America,,1985,49.41913794,,,South & Central America,,1985,2240.125845,,,South & Central America,1985,2289.544983,2289.544983
Other South & Central America,,1986,48.51855132,,,South & Central America,,1986,2401.825981,,,South & Central America,1986,2450.344532,2450.344532
Other South & Central America,,1987,46.45475622,,,South & Central America,,1987,2367.991826,,,South & Central America,1987,2414.446582,2414.446582
Other South & Central America,,1988,41.62325172,,,South & Central America,,1988,2488.5593,,,South & Central America,1988,2530.182552,2530.182552
Other South & Central America,,1989,41.04248445,,,South & Central America,,1989,2516.283323,,,South & Central America,1989,2557.325807,2557.325807
Other South & Central America,,1990,41.60179314,,,South & Central America,,1990,2721.212943,,,South & Central America,1990,2762.814736,2762.814736
Other South & Central America,,1991,41.5899999,,,South & Central America,,1991,2868.913607,,,South & Central America,1991,2910.503607,2910.503607
Other South & Central America,,1992,41.41701287,,,South & Central America,,1992,2933.27547,,,South & Central America,1992,2974.692483,2974.692483
Other South & Central America,,1993,45.56128683,,,South & Central America,,1993,3045.840713,,,South & Central America,1993,3091.402,3091.402
Other South & Central America,,1994,49.62799275,,,South & Central America,,1994,3229.091585,,,South & Central America,1994,3278.719578,3278.719578
Other South & Central America,,1995,53.85684705,,,South & Central America,,1995,3489.864463,,,South & Central America,1995,3543.72131,3543.72131
Other South & Central America,,1996,57.71045233,,,South & Central America,,1996,3730.585702,,,South & Central America,1996,3788.296154,3788.296154
Other South & Central America,,1997,61.42761311,,,South & Central America,,1997,3888.742572,,,South & Central America,1997,3950.170185,3950.170185
Other South & Central America,,1998,71.70561369,,,South & Central America,,1998,4115.762695,,,South & Central America,1998,4187.468309,4187.468309
Other South & Central America,,1999,71.98756911,,,South & Central America,,1999,3985.106092,,,South & Central America,1999,4057.093661,4057.093661
Other South & Central America,,2000,76.09430959,,,South & Central America,,2000,4012.9912,,,South & Central America,2000,4089.08551,4089.08551
Other South & Central America,,2001,79.96295556,,,South & Central America,,2001,4063.283528,,,South & Central America,2001,4143.246484,4143.246484
Other South & Central America,,2002,90.88785055,,,South & Central America,,2002,4029.692746,,,South & Central America,2002,4120.580597,4120.580597
Other South & Central America,,2003,91.05886616,,,South & Central America,,2003,3997.423884,,,South & Central America,2003,4088.48275,4088.48275
Other South & Central America,,2004,86.44199887,,,South & Central America,,2004,4280.953027,,,South & Central America,2004,4367.395026,4367.395026
Other South & Central America,,2005,85.2548291,,,South & Central America,,2005,4359.366675,,,South & Central America,2005,4444.621504,4444.621504
Other South & Central America,,2006,81.5769121,,,South & Central America,,2006,4445.202455,,,South & Central America,2006,4526.779367,4526.779367
Other South & Central America,,2007,82.40455744,,,South & Central America,,2007,4353.36781,,,South & Central America,2007,4435.772367,4435.772367
Other South & Central America,,2008,82.14989294,,,South & Central America,,2008,4425.629062,,,South & Central America,2008,4507.778955,4507.778955
Other South & Central America,,2009,76.38055527,,,South & Central America,,2009,4388.575534,,,South & Central America,2009,4464.956089,4464.956089
Other South & Central America,,2010,79.70454301,,,South & Central America,,2010,4400.375707,,,South & Central America,2010,4480.08025,4480.08025
Other South & Central America,,2011,81.03287872,,,South & Central America,,2011,4431.951805,,,South & Central America,2011,4512.984684,4512.984684
Other South & Central America,,2012,84.42058281,,,South & Central America,,2012,4406.245161,,,South & Central America,2012,4490.665744,4490.665744
Other South & Central America,,2013,86.79562372,,,South & Central America,,2013,4410.287112,,,South & Central America,2013,4497.082736,4497.082736
Other South & Central America,,2014,89.77504542,,,South & Central America,,2014,4569.483001,,,South & Central America,2014,4659.258046,4659.258046
Other South & Central America,,2015,87.25685634,,,South & Central America,,2015,4635.377209,,,South & Central America,2015,4722.634065,4722.634065
Other South & Central America,,2016,80.97471809,,,South & Central America,,2016,4471.520458,,,South & Central America,2016,4552.495176,4552.495176